"","id","age","inc","cons","asset"
"1",1,1,3.0471874796776,0.998513603154513,0
"2",1,2,0.283628695829555,0.726362763605858,2.11013409281877
"3",1,3,0.104644387908609,0.675077827491841,1.71742202579375
"4",1,4,0.0528408142811775,0.6134258622139,1.18139824379683
"5",1,5,1.37353775146819,0.821010532156327,0.639437591740031
"6",1,6,0.342947685706975,0.622437569365764,1.22772375538346
"7",1,7,0.640757446132799,0.749489529790216,0.976680887876407
"8",1,8,0.317045719748987,0.638029671487787,0.893987268345559
"9",1,9,0.36930521410873,0.657122453035926,0.590193416104962
"10",1,10,0.590473832027784,0.901921294520883,0.3114474624931
"11",2,1,0.421503057402476,0.430635890548376,0
"12",2,2,0.20996475829004,0.427497887403946,-0.00940681814027722
"13",2,3,0.822659919609242,0.466262938475243,-0.233748145671809
"14",2,4,0.633040800317663,0.465309171483337,0.126328300526056
"15",2,5,1.45545656300656,0.771908381515333,0.302881727241194
"16",2,6,3.03788862045683,1.43303931676366,1.0160228059944
"17",2,7,3.29330357433243,2.26005505672259,2.69949827297819
"18",2,8,2.39400272281478,2.66279891100086,3.84472919430567
"19",2,9,0.912130658801824,2.63472516933839,3.68321099630317
"20",2,10,0.356976709928191,2.37641169026779,2.0194349803396
"21",3,1,2.20908138182554,0.817249712592568,0
"22",3,2,5.04073537098952,1.63155579188063,1.43358661930996
"23",3,3,3.0763036787275,1.88757636282065,4.98804918437141
"24",3,4,3.4888279598736,2.2590451297492,6.36207979528661
"25",3,5,1.54212468690415,2.3494657200203,7.81961850417334
"26",3,6,0.650850469500388,2.1806600775907,7.22264579518889
"27",3,7,0.187029497093031,1.96352842656779,5.86362127271154
"28",3,8,0.324703361355935,1.83931113083651,4.20973601353389
"29",3,9,0.56854552099442,1.92754920002094,2.77598209137491
"30",3,10,3.25956847458945,4.71905623930829,1.45948776471884
"31",4,1,2.07755523674492,0.788803504136349,0
"32",4,2,0.730925506286656,0.700917259823717,1.32741428458683
"33",4,3,0.607978782262053,0.679251217556936,1.39814520698126
"34",4,4,1.16515357236096,0.874073304119663,1.36667895483697
"35",4,5,1.25257347372637,1.01146293549624,1.70749199977061
"36",4,6,2.34624882151522,1.47263287891173,2.00706061414076
"37",4,7,1.24534658174513,1.56573274377927,2.96709685344658
"38",4,8,0.536081932752714,1.4208348734831,2.72611201215481
"39",4,9,0.0986812167056933,1.22682078519726,1.89659984356716
"40",4,10,0.717449974352631,1.5089640576805,0.791514083327866
"41",5,1,0.852206600739611,0.523787581180611,0
"42",5,2,1.34193861113724,0.693146221005524,0.33827159014577
"43",5,3,0.8464520349993,0.694495952684337,1.01667589968581
"44",5,4,2.0093089413774,1.03706147738521,1.2036909414608
"45",5,5,1.9540349141754,1.29869646589908,2.24121655761658
"46",5,6,2.27037642497844,1.68292206742235,2.98345165606969
"47",5,7,1.37141949617833,1.80872210232967,3.67803319403454
"48",5,8,2.43243910095266,2.49502471900117,3.3379525055197
"49",5,9,2.26027106586723,3.25611866545116,3.37362789409532
"50",5,10,3.84626078099787,6.29537448434461,2.44911370334673
"51",6,1,2.21698886781454,0.818959927657945,0
"52",6,2,0.703550952174419,0.711510437576804,1.43996980836129
"53",6,3,0.544196777081646,0.671053355766653,1.47497063264768
"54",6,4,0.124327059629728,0.663350556452442,1.38855747558155
"55",6,5,0.370531939071165,0.525065174466763,0.875019998121601
"56",6,6,0.285738474367214,0.639324240671175,0.742101365607783
"57",6,7,0.927833117166422,0.725165459304283,0.400171067282936
"58",6,8,0.420198525855303,0.596894029139795,0.620923886899427
"59",6,9,0.324709386073135,0.55771231984576,0.457555235123384
"60",6,10,0.277544352534929,0.50883322292621,0.231288870391281
"61",7,1,0.310940999571118,0.406723752452247,0
"62",7,2,0.360764273659467,0.326106710941071,-0.0986562354675623
"63",7,3,1.20363117452281,0.603745634089935,-0.0659186329316412
"64",7,4,0.614437249909913,0.538887467318209,0.549985914726274
"65",7,5,1.07181082011577,0.746391226994369,0.644301768237518
"66",7,6,0.459161234085739,0.617931455022653,0.998813002199687
"67",7,7,0.640285401424622,0.717719838846788,0.865244064700656
"68",7,8,1.31809543152037,1.11945539375127,0.811443916096845
"69",7,9,3.18369416863616,2.56401310049461,1.04038647248192
"70",7,10,1.35923499598796,3.06910456283013,1.70986956684217
"71",8,1,0.375030104469488,0.420584814346778,0
"72",8,2,0.347770622845116,0.330841087451094,-0.0469213511736083
"73",8,3,0.283485092656207,0.466100160403769,-0.030891570252974
"74",8,4,4.97820472475026,1.57882360024924,-0.219911837140553
"75",8,5,0.869260249197601,1.22159932309463,3.27485336598128
"76",8,6,1.44141492299577,1.45257408994027,3.01018972084678
"77",8,7,0.36171486624899,1.21489633654282,3.08900147051935
"78",8,8,1.83764139077819,1.8728921247647,2.30289460023229
"79",8,9,0.983607922823027,1.9848360720561,2.33567318223315
"80",8,10,0.281783403374259,1.65626178736435,1.37447838399009
"81",9,1,1.13463503778787,0.584870631925498,0
"82",9,2,1.57057032859198,0.777799939802762,0.566257338038241
"83",9,3,0.293431615523242,0.67181882162048,1.39979855863228
"84",9,4,4.81705578931424,1.74079358704024,1.0520536931111
"85",9,5,1.24077815719596,1.53445763559467,4.25216537224665
"86",9,6,0.840987728824846,1.51203992146463,4.07724047066338
"87",9,7,0.62135588980341,1.45689851318643,3.5083739263643
"88",9,8,1.46262267991276,1.87983353990543,2.75301624207072
"89",9,9,0.539188422148891,1.71541632454317,2.4058795435404
"90",9,10,0.249200606438085,1.51574179681858,1.2665411903805
"91",10,1,0.419296380198953,0.430158634868994,0
"92",10,2,0.105952633104075,0.360617181357913,-0.0111881223101417
"93",10,3,0.500295756770541,0.341022130092004,-0.273828250680898
"94",10,4,0.259238294940484,0.346409135259875,-0.117991262722432
"95",10,5,1.37890063205255,0.646395685428927,-0.211316966133077
"96",10,6,0.747136955473856,0.632926861615852,0.536823619905259
"97",10,7,0.790823203528918,0.735294877562023,0.670564725176161
"98",10,8,1.33290807002502,1.10262793483643,0.747875842677347
"99",10,9,2.04950513311915,1.9028742265805,1.00750065720191
"100",10,10,0.903862481032667,2.09261799168544,1.18875551065277
"101",11,1,1.58291719800561,0.6818241902385,0
"102",11,2,1.93818220796187,0.913264253784168,0.928125798000126
"103",11,3,0.520914493843743,0.759552859181077,2.01163506474316
"104",11,4,0.0975175356514947,0.725976207964885,1.826186600388
"105",11,5,2.09827729996843,1.125976157246,1.23365976591685
"106",11,6,3.1057031490537,1.75178494257476,2.27213973589846
"107",11,7,2.98387622459558,2.366515998036,3.73483968064871
"108",11,8,1.6661633172011,2.58943057320632,4.48276590442455
"109",11,9,2.3670325476776,3.46987630855801,3.66628360787191
"110",11,10,8.2876297567894,10.9279727991907,2.64034304240125
"111",12,1,2.51112192583934,0.882574430138118,0
"112",12,2,2.23449462400622,1.09882893642477,1.67740392057226
"113",12,3,0.854418173902942,1.02727354935839,2.89746169639832
"114",12,4,0.456790177439332,0.912528297091369,2.80634451057115
"115",12,5,0.20632000472905,0.901475290865226,2.42112458264669
"116",12,6,1.35902390181436,1.13772631207756,1.77774837540583
"117",12,7,1.08565825819842,1.25619774349087,2.05901734409691
"118",12,8,2.89840588459281,2.18275619470393,1.94513219456858
"119",12,9,1.09655150232744,2.26135886113017,2.74060534099119
"120",12,10,1.61983712342863,3.24290904508274,1.62307192165412
"121",13,1,0.893928949560675,0.532811206339849,0
"122",13,2,1.21554069424622,0.672889367713705,0.37195127551745
"123",13,3,1.41207353037404,0.823420696779374,0.942040680111461
"124",13,4,0.212795192201242,0.714350975323623,1.57661431911731
"125",13,5,0.220174302390775,0.668369626078042,1.10731029207478
"126",13,6,0.37882083831331,0.506650721250224,0.67888841743914
"127",13,7,0.343658446611565,0.490156954566999,0.567590290537293
"128",13,8,10.046064244777,4.99674954821069,0.433724536059314
"129",13,9,6.04181123834062,6.79409635490082,5.64753040960436
"130",13,10,1.49512823378626,6.53723088562174,5.04210265183548
"131",14,1,0.0730698988005618,0.355277472215857,0
"132",14,2,0.0441102276414598,0.0192890975876843,-0.290673800617755
"133",14,3,0.55605694380035,0.361466469445313,-0.273828250680898
"134",14,4,0.175760691591649,0.299307885017835,-0.0816149096156368
