"","id","age","inc","cons","asset"
"1",1,1,3.0471874796776,1.00464558532081,0
"2",1,2,0.283628695829555,0.732959482733179,2.10381815118749
"3",1,3,0.104644387908609,0.676072817143125,1.70412198521238
"4",1,4,0.0528408142811775,0.609468858432078,1.16667436265721
"5",1,5,1.37353775146819,0.811959494438349,0.628347708061495
"6",1,6,0.342947685706975,0.627266035889536,1.22562374404408
"7",1,7,0.640757446132799,0.744595851564817,0.969544555677364
"8",1,8,0.317045719748987,0.640401046078402,0.891677334752706
"9",1,9,0.36930521410873,0.654753518270868,0.585371668675991
"10",1,10,0.590473832027784,0.899394897477052,0.308921065449269
"11",2,1,0.421503057402476,0.425663731772814,0
"12",2,2,0.20996475829004,0.421976623054681,-0.00428549460144839
"13",2,3,0.822659919609242,0.461366698597959,-0.222786280147073
"14",2,4,0.633040800317663,0.465369683297657,0.142662149090137
"15",2,5,1.45545656300656,0.766907675824314,0.319643264093446
"16",2,6,3.03788862045683,1.4329977553075,1.03843791581397
"17",2,7,3.29330357433243,2.27156814401019,2.72262864439219
"18",2,8,2.39400272281478,2.66487017771362,3.85669499695586
"19",2,9,0.912130658801824,2.63670846219745,3.69340236831873
"20",2,10,0.356976709928191,2.38486601179899,2.02788930187079
"21",3,1,2.20908138182554,0.819837305282417,0
"22",3,2,5.04073537098952,1.65911584722708,1.43092139883941
"23",3,3,3.0763036787275,1.92055539194596,4.9569171502799
"24",3,4,3.4888279598736,2.29053934531476,6.29604540017329
"25",3,5,1.54212468690415,2.3660100813312,7.71916403517409
"26",3,6,0.650850469500388,2.18055094034501,7.10213699996944
"27",3,7,0.187029497093031,1.9474738257421,5.73960962499857
"28",3,8,0.324703361355935,1.81319679443021,4.09854025523998
"29",3,9,0.56854552099442,1.88325131737861,2.68834822683068
"30",3,10,3.25956847458945,4.67442017794934,1.41485170335989
"31",4,1,2.07755523674492,0.790834866671453,0
"32",4,2,0.730925506286656,0.705331222926323,1.32532198117567
"33",4,3,0.607978782262053,0.683255394305938,1.39144375247208
"34",4,4,1.16515357236096,0.871693859450819,1.35565215464104
"35",4,5,1.25257347372637,1.00906922857573,1.69858522357772
"36",4,6,2.34624882151522,1.47076481893648,2.0003521527902
"37",4,7,1.24534658174513,1.56395603839888,2.96211124003
"38",4,8,0.536081932752714,1.42434280628438,2.72280683687754
"39",4,9,0.0986812167056933,1.21898987788236,1.88958234224625
"40",4,10,0.717449974352631,1.50980186585431,0.792351891501676
"41",5,1,0.852206600739611,0.520636887623336,0
"42",5,2,1.34193861113724,0.691573963429302,0.341516804509763
"43",5,3,0.8464520349993,0.695983210251773,1.02163789578423
"44",5,4,2.0093089413774,1.03948373549279,1.20726992214771
"45",5,5,1.9540349141754,1.30369428488531,2.24240798187329
"46",5,6,2.27037642497844,1.68754768154117,2.97953106949829
"47",5,7,1.37141949617833,1.80962945575468,3.66923060732362
"48",5,8,2.43243910095266,2.48640416215451,3.32795126717969
"49",5,9,2.26027106586723,3.24409069672078,3.37220579215718
"50",5,10,3.84626078099787,6.30629852714061,2.46003774614274
"51",6,1,2.21698886781454,0.82158096147201,0
"52",6,2,0.703550952174419,0.716670869754108,1.43727014353281
"53",6,3,0.544196777081646,0.675822077456085,1.46687473273171
"54",6,4,0.124327059629728,0.661112062373314,1.37530691532799
"55",6,5,0.370531939071165,0.526539945624515,0.863677569961937
"56",6,6,0.285738474367214,0.630598075672473,0.728899650310844
"57",6,7,0.927833117166422,0.711887209307915,0.395561250475753
"58",6,8,0.420198525855303,0.599821050018313,0.629852373084287
"59",6,9,0.324709386073135,0.561882793932083,0.463736744388916
"60",6,10,0.277544352534929,0.510904589160796,0.233360236625867
"61",7,1,0.310940999571118,0.401284021617162,0
"62",7,2,0.360764273659467,0.32749378099909,-0.0930533127074246
"63",7,3,1.20363117452281,0.597125149587325,-0.0615763046484593
"64",7,4,0.614437249909913,0.54054005373456,0.561277611895641
"65",7,5,1.07181082011577,0.74117137775423,0.654230052313124
"66",7,6,0.459161234085739,0.623926476872157,1.0144155795149
"67",7,7,0.640285401424622,0.717233649232916,0.87513984683034
"68",7,8,1.31809543152037,1.10845806379032,0.822137346992707
"69",7,9,3.18369416863616,2.55128165784606,1.06272795616444
"70",7,10,1.35923499598796,3.10522967695114,1.74599468096317
"71",8,1,0.375030104469488,0.415416119302434,0
"72",8,2,0.347770622845116,0.33257440240184,-0.0415975952779344
"73",8,3,0.283485092656207,0.460065362525175,-0.0271934160796987
"74",8,4,4.97820472475026,1.59153737455275,-0.209886896527127
"75",8,5,0.869260249197601,1.23059449126481,3.2720838672805
"76",8,6,1.44141492299577,1.45383674628326,2.99807211396969
"77",8,7,0.36171486624899,1.2225539344922,3.07521979940266
